Date,Volatility
2019-03-12,0.03144265767668344
2019-03-13,0.030904985482792142
2019-03-14,0.030788001534039506
2019-03-15,0.030446350083885496
2019-03-16,0.029838564810052273
2019-03-17,0.030627522537743458
2019-03-18,0.030373954006546838
2019-03-19,0.030845584302816403
2019-03-20,0.03069943132275624
2019-03-21,0.029339507555608938
2019-03-22,0.02984335064547724
2019-03-23,0.02909664119369526
2019-03-24,0.028714041090087777
2019-03-25,0.02955411551603364
2019-03-26,0.02813599400473537
2019-03-27,0.02780498311403656
2019-03-28,0.029651024980804245
2019-03-29,0.02918250113838931
2019-03-30,0.029406879975458523
2019-03-31,0.030768117476442553
2019-04-01,0.028788094199001843
2019-04-02,0.028733746033997937
2019-04-03,0.04893549755517512
2019-04-04,0.04599629768163061
2019-04-05,0.049239284319475614
2019-04-06,0.06269676012860832
2019-04-07,0.04688383638354729
2019-04-08,0.04898176151046173
2019-04-09,0.04939742463795667
2019-04-10,0.04411571143140053
2019-04-11,0.04463253260552485
2019-04-12,0.04598270695099653
2019-04-13,0.042848637172805626
2019-04-14,0.041838315287604275
2019-04-15,0.04441566350694098
2019-04-16,0.039527620121193596
2019-04-17,0.039336714454275244
2019-04-18,0.038534830439782675
2019-04-19,0.039264227254684536
2019-04-20,0.0373695908526897
2019-04-21,0.03529369110680602
2019-04-22,0.03615506323122672
2019-04-23,0.033178146546723894
2019-04-24,0.03217822754002458
2019-04-25,0.03338411909785317
2019-04-26,0.03747522334649632
2019-04-27,0.036220114603880235
2019-04-28,0.03793279202979788
2019-04-29,0.04067577835376648
2019-04-30,0.034713971258173895
2019-05-01,0.0361950023786253
2019-05-02,0.035054726418651705
2019-05-03,0.033762746836696125
2019-05-04,0.03574479617903091
2019-05-05,0.033462876415184806
2019-05-06,0.03271613590313624
2019-05-07,0.03642707056467732
2019-05-08,0.03468491255769209
2019-05-09,0.03390501747498426
2019-05-10,0.03612779390651999
2019-05-11,0.032524358231836754
2019-05-12,0.04474092311974607
2019-05-13,0.04376936954731713
2019-05-14,0.0468011136901316
2019-05-15,0.060982058599635826
2019-05-16,0.062445368761876924
2019-05-17,0.06427485006678281
2019-05-18,0.07206056988534727
2019-05-19,0.0730473382089995
2019-05-20,0.07128962643570892
2019-05-21,0.0706865931181373
2019-05-22,0.0658885371168664
2019-05-23,0.06836730138464736
2019-05-24,0.059128371069029094
2019-05-25,0.05515090309720283
2019-05-26,0.05332406927966208
2019-05-27,0.050123574517759374
2019-05-28,0.04730490082695583
2019-05-29,0.04519383237344105
2019-05-30,0.04510334794456041
2019-05-31,0.04303093882323117
2019-06-01,0.042476811181563025
2019-06-02,0.041299489426945314
2019-06-03,0.042232995864583435
2019-06-04,0.0442292680532909
2019-06-05,0.042794682407917194
2019-06-06,0.04272742501371227
2019-06-07,0.045163788188504195
2019-06-08,0.041177207147065936
2019-06-09,0.038815606911205114
2019-06-10,0.040199147388268214
2019-06-11,0.041179025688971284
2019-06-12,0.04030781909528055
2019-06-13,0.04483048427886846
2019-06-14,0.04358568404072393
2019-06-15,0.040813138111477555
2019-06-16,0.04278618142706681
2019-06-17,0.03839520421439136
2019-06-18,0.037482985269649736
2019-06-19,0.037116310701222156
2019-06-20,0.03505812653274951
2019-06-21,0.03445552997813906
2019-06-22,0.04101818525559256
2019-06-23,0.04002915578421086
2019-06-24,0.04005898232596688
2019-06-25,0.04486669324933698
2019-06-26,0.03994985883113913
2019-06-27,0.040142680288769744
2019-06-28,0.05472750379931854
2019-06-29,0.0538314014076212
2019-06-30,0.05697296764191829
2019-07-01,0.07052723691843563
2019-07-02,0.05846400926657158
2019-07-03,0.057268347477453886
2019-07-04,0.061682661820778646
2019-07-05,0.053835391521114974
2019-07-06,0.05160993431437755
2019-07-07,0.05086893049933852
2019-07-08,0.05176303362563743
2019-07-09,0.04639262594320936
2019-07-10,0.04512891576080591
2019-07-11,0.0491633535824052
2019-07-12,0.04892240952045547
2019-07-13,0.04772239074366975
2019-07-14,0.05051738369532036
2019-07-15,0.06892213272748433
2019-07-16,0.061789138571687614
2019-07-17,0.07598091734928747
2019-07-18,0.08655031810286175
2019-07-19,0.0738881589282896
2019-07-20,0.08228203469565956
2019-07-21,0.07176673911502365
2019-07-22,0.0672795511133252
2019-07-23,0.06340598490866538
2019-07-24,0.05845849745435072
2019-07-25,0.054402782535154216
2019-07-26,0.05159352512815428
2019-07-27,0.04742896593840767
2019-07-28,0.04722736812039125
2019-07-29,0.044271473511812154
2019-07-30,0.04231750490241885
2019-07-31,0.04321968685808529
2019-08-01,0.03947496179669422
2019-08-02,0.037540358042340474
2019-08-03,0.036429089123792696
2019-08-04,0.03605927575736076
2019-08-05,0.03327570761334952
2019-08-06,0.03500529150850278
2019-08-07,0.03551216134258206
2019-08-08,0.034270126608156544
2019-08-09,0.03689724584989967
2019-08-10,0.037508644493889604
2019-08-11,0.035418731088690085
2019-08-12,0.0378947820384141
2019-08-13,0.03877618702178317
2019-08-14,0.035941804454560654
2019-08-15,0.04864978059084666
2019-08-16,0.04512674478206683
2019-08-17,0.0461250225853684
2019-08-18,0.054086351885367735
2019-08-19,0.04388686967043103
2019-08-20,0.044584465315133125
2019-08-21,0.044354919027028025
2019-08-22,0.045152533322440715
2019-08-23,0.04367947986756918
2019-08-24,0.04226672115739669
2019-08-25,0.04229912880655184
2019-08-26,0.03907787446292889
2019-08-27,0.037388936711872135
2019-08-28,0.03624123720854246
2019-08-29,0.04091512960399304
2019-08-30,0.03905743075436258
2019-08-31,0.03910765017999994
2019-09-01,0.043527450135200325
2019-09-02,0.03716817341446097
2019-09-03,0.037171775746708324
2019-09-04,0.036422824896015164
2019-09-05,0.03471325392177866
2019-09-06,0.035015142425512624
2019-09-07,0.033370904749440086
2019-09-08,0.03511437431225585
2019-09-09,0.033992229195314985
2019-09-10,0.033985691382775914
2019-09-11,0.034717641752436496
2019-09-12,0.03171604769126226
2019-09-13,0.030956013505399702
2019-09-14,0.030262469436861224
2019-09-15,0.030814279041449996
2019-09-16,0.03003357525788289
2019-09-17,0.03128742291933533
2019-09-18,0.035424882445765596
2019-09-19,0.03339951397065659
2019-09-20,0.03700051811580626
2019-09-21,0.03794297243218927
