Date,Volatility
2019-03-12,0.04353930261945731
2019-03-13,0.04720656932494205
2019-03-14,0.04305283205768642
2019-03-15,0.03799415195414804
2019-03-16,0.038226880695333254
2019-03-17,0.04583345550995282
2019-03-18,0.04198715934195484
2019-03-19,0.035297403144775794
2019-03-20,0.037247789816112396
2019-03-21,0.03591467714045727
2019-03-22,0.04000835650729302
2019-03-23,0.04315590313927589
2019-03-24,0.036530389882946254
2019-03-25,0.06640161420921904
2019-03-26,0.059961820915332954
2019-03-27,0.04310060114838104
2019-03-28,0.05530517166316729
2019-03-29,0.04659558094769387
2019-03-30,0.039937201025389515
2019-03-31,0.04543765153422968
2019-04-01,0.040089866484664914
2019-04-02,0.03867216582111575
2019-04-03,0.05818679790178176
2019-04-04,0.055398344483020286
2019-04-05,0.04396903408153645
2019-04-06,0.048110324847449676
2019-04-07,0.044229561839399884
2019-04-08,0.038248017969810866
2019-04-09,0.046194696626194603
2019-04-10,0.041775257323757566
2019-04-11,0.035079091685932165
2019-04-12,0.04023032162644422
2019-04-13,0.03981212345002751
2019-04-14,0.035033995757891755
2019-04-15,0.038446454689632883
2019-04-16,0.03570510706753859
2019-04-17,0.03200763101169751
2019-04-18,0.03316132455799387
2019-04-19,0.06056391153478452
2019-04-20,0.07019557228563054
2019-04-21,0.05414106144931223
2019-04-22,0.054779202727537314
2019-04-23,0.05556216236918529
2019-04-24,0.04942430958267991
2019-04-25,0.04856064101097595
2019-04-26,0.0480219493664234
2019-04-27,0.04505639823801936
2019-04-28,0.04276369813617494
2019-04-29,0.04155460203400214
2019-04-30,0.04539146085071611
2019-05-01,0.04184073756004731
2019-05-02,0.03653197789731991
2019-05-03,0.04909454186394668
2019-05-04,0.04324264352787835
2019-05-05,0.0382971276811876
2019-05-06,0.0419193382129955
2019-05-07,0.038836057086411885
2019-05-08,0.04609975661902955
2019-05-09,0.042027717670586655
2019-05-10,0.05650112818332319
2019-05-11,0.05569019484202983
2019-05-12,0.05240224029517443
2019-05-13,0.05359127049251612
2019-05-14,0.07534426089087
2019-05-15,0.06658912437801726
2019-05-16,0.0768415425308022
2019-05-17,0.07739916783880042
2019-05-18,0.058690521766225225
2019-05-19,0.07777998643098273
2019-05-20,0.07157039128638697
2019-05-21,0.05464150032626686
2019-05-22,0.07336599966655846
2019-05-23,0.06444028303608663
2019-05-24,0.05034342838725712
2019-05-25,0.06587659942137869
2019-05-26,0.05834045248854923
2019-05-27,0.0490842629442974
2019-05-28,0.05352593969978653
2019-05-29,0.046316534737392744
2019-05-30,0.04209247498338754
2019-05-31,0.04729992788447345
2019-06-01,0.04161247049586318
2019-06-02,0.03686019358689633
2019-06-03,0.03804455950550073
2019-06-04,0.04237089130302974
2019-06-05,0.04878369625315306
2019-06-06,0.048167463708244845
2019-06-07,0.04246801985078169
2019-06-08,0.0405552551462972
2019-06-09,0.03911050262047526
2019-06-10,0.04189208419928523
2019-06-11,0.044012259364076885
2019-06-12,0.038018714546488114
2019-06-13,0.04810116691976651
2019-06-14,0.04481285535351511
2019-06-15,0.044722072634598924
2019-06-16,0.045711628423702626
2019-06-17,0.037918495639881575
2019-06-18,0.04287779793025785
2019-06-19,0.04032676769064781
2019-06-20,0.03543841996802856
2019-06-21,0.04058207568496389
2019-06-22,0.04352583768688276
2019-06-23,0.039483551036319606
2019-06-24,0.037227613498983694
2019-06-25,0.03620176297296563
2019-06-26,0.03743195269158235
2019-06-27,0.03494635685996064
2019-06-28,0.03994673324668643
2019-06-29,0.03849194220550517
2019-06-30,0.03333463241663138
2019-07-01,0.05236806227158357
2019-07-02,0.045934439382937974
2019-07-03,0.03642406583054564
2019-07-04,0.044024671122328426
2019-07-05,0.03690797049066816
2019-07-06,0.032860550893312176
2019-07-07,0.03531208862562318
2019-07-08,0.031777748904749416
2019-07-09,0.029806769191186987
2019-07-10,0.0312494710003866
2019-07-11,0.03356419710627744
2019-07-12,0.04100046795392924
2019-07-13,0.046752870858884424
2019-07-14,0.03949415118671556
2019-07-15,0.05322110008013446
2019-07-16,0.05041352665576189
2019-07-17,0.06158408152364158
2019-07-18,0.06598029250529534
2019-07-19,0.05726233371556675
2019-07-20,0.05620755595116992
2019-07-21,0.058369253562189284
2019-07-22,0.05208057860053576
2019-07-23,0.0469147208262381
2019-07-24,0.0492275405651829
2019-07-25,0.04447878116887594
2019-07-26,0.0399751642167442
2019-07-27,0.03970284695898913
2019-07-28,0.04024107994481669
2019-07-29,0.03669111263546407
2019-07-30,0.035192533095607006
2019-07-31,0.03452063229643245
