Date,ADA-USD,BNB-USD,BTC-USD,ETH-USD
2019-03-12,-0.00496688107805858,0.059623320320907794,0.0010055701480762823,0.004539020758450401
2019-03-13,-0.017172977127043132,-0.019069718142005823,-0.00062410552370009,-0.008814276640802787
2019-03-14,0.030960266606308944,-0.004244498475174354,0.00450815746490209,0.003359998661882743
2019-03-15,0.04121559545920849,0.0017258327692713103,0.009268473031698707,0.02933257093380497
2019-03-16,0.030366793665882272,0.0668222285618437,0.021928138916455526,0.03360943962961803
2019-03-17,-0.027774126247978103,-0.022451606585404096,-0.005820417128650456,-0.01698085836834739
2019-03-18,0.004867953127579411,-0.005033473834105665,0.0018065426803688849,-0.0044810505625141155
2019-03-19,0.04157960155373274,0.0007383652494311965,0.009547038273958657,0.008178806892932216
2019-03-20,0.02436145869417123,-0.026706398854889533,0.003992356946232674,0.0011888816076838374
2019-03-21,-0.01856011162474568,-0.05119880862999284,-0.014328401790338464,-0.02921207030823411
2019-03-22,0.09310801103843762,0.050308463309971,-0.0013307952232004976,0.003983531732952017
2019-03-23,0.09394397442522413,-0.0019951792044488677,0.002942547131099483,0.007685905727931749
2019-03-24,-0.033106615049608025,0.12619895957521732,-0.003389978979623323,-0.009104881073740124
2019-03-25,-0.04438763966919303,-0.026042880288538572,-0.01480199577543759,-0.014380932205103378
2019-03-26,0.05512327100053939,-0.03046607994178202,0.005538472822803469,0.00317449606218045
2019-03-27,0.08044961288544611,0.026917022009791344,0.02526980216177766,0.03999687523852866
2019-03-28,-0.026488654942424635,0.0014283534399703243,-0.004403784140031825,-0.011210244538472568
2019-03-29,0.07969675328891143,-0.017721293702512252,0.007166825802505177,0.02185823829216405
2019-03-30,0.006292497035271986,0.02524307149896182,0.0020196495646784543,-0.002844369134978543
2019-03-31,-0.028174467449785197,0.027348312581005074,-0.00030585716708844994,-0.004080181470280903
2019-04-01,0.036378845418113724,0.03105189833010415,0.012773998435311013,0.0022320769491301533
2019-04-02,0.16689142153675052,0.09754771540628118,0.1600419797683949,0.14500171633408496
2019-04-03,0.05968053838829682,-0.05380870872227503,0.018907492969508402,-0.015383136213701439
2019-04-04,-0.03765893012803908,0.020563744437786677,-0.010150461847883017,-0.021322525464717752
2019-04-05,0.04318792381443333,0.016104421777675956,0.022870127391310363,0.046133415409408775
2019-04-06,-0.010324306801693299,-0.017518993092762496,0.004583028638013961,0.0026087935646482243
2019-04-07,0.002157447454702738,-0.0002803200057313425,0.027116090148746438,0.05043638867963944
