Date,Price,Open,High,Low,Change %
2019-05-11,92.6486,92.6486,92.6486,92.6486,29.1
2019-05-12,87.1188,87.1188,87.1188,87.1188,-5.97
2019-05-13,103.3982,103.3982,103.3982,103.3982,18.69
2019-05-14,102.8955,102.8955,102.8955,102.8955,-0.49
2019-05-15,100.0465,100.0465,100.0465,100.0465,-2.77
2019-05-16,101.9448,101.9448,101.9448,101.9448,1.9
2019-05-17,104.4215,104.4215,104.4215,104.4215,2.43
2019-05-18,106.3318,106.3318,106.3318,106.3318,1.83
2019-05-19,104.8852,104.8852,104.8852,104.8852,-1.36
2019-05-20,103.8348,103.8348,103.8348,103.8348,-1.0
2019-05-21,99.3058,99.3058,99.3058,99.3058,-4.36
2019-05-22,96.7663,96.7663,96.7663,96.7663,-2.56
2019-05-23,95.431,95.431,95.431,95.431,-1.38
2019-05-24,93.6897,93.6897,93.6897,93.6897,-1.82
2019-05-25,92.7164,92.7164,92.7164,92.7164,-1.04
2019-05-26,94.1122,94.1122,94.1122,94.1122,1.51
2019-05-27,100.7367,100.7367,100.7367,100.7367,7.04
2019-05-28,98.3233,98.3233,98.3233,98.3233,-2.4
2019-05-29,94.9435,94.9435,94.9435,94.9435,-3.44
2019-05-30,95.4204,95.4204,95.4204,95.4204,0.5
2019-05-31,93.5656,93.5656,93.5656,93.5656,-1.94
2019-06-01,91.1714,91.1714,91.1714,91.1714,-2.56
2019-06-02,89.9063,89.9063,89.9063,89.9063,-1.39
2019-06-03,89.2509,89.2509,89.2509,89.2509,-0.73
2019-06-04,91.4726,91.4726,91.4726,91.4726,2.49
2019-06-05,89.4472,89.4472,89.4472,89.4472,-2.21
2019-06-06,82.8891,82.8891,82.8891,82.8891,-7.33
2019-06-07,79.5185,79.5185,79.5185,79.5185,-4.07
2019-06-08,78.4101,78.4101,78.4101,78.4101,-1.39
2019-06-09,78.3548,78.3548,78.3548,78.3548,-0.07
2019-06-10,78.2685,78.2685,78.2685,78.2685,-0.11
2019-06-11,75.1783,75.1783,75.1783,75.1783,-3.95
2019-06-12,74.407,74.407,74.407,74.407,-1.03
2019-06-13,73.8765,73.8765,73.8765,73.8765,-0.71
2019-06-14,74.5653,74.5653,74.5653,74.5653,0.93
2019-06-15,74.0906,74.0906,74.0906,74.0906,-0.64
2019-06-16,78.5645,78.5645,78.5645,78.5645,6.04
2019-06-17,83.9637,83.9637,83.9637,83.9637,6.87
2019-06-18,85.589,85.589,85.589,85.589,1.94
2019-06-19,85.0372,85.0372,85.0372,85.0372,-0.64
2019-06-20,85.2644,85.2644,85.2644,85.2644,0.27
2019-06-21,93.4555,93.4555,93.4555,93.4555,9.61
2019-06-22,100.2528,100.2528,100.2528,100.2528,7.27
2019-06-23,100.7754,100.7754,100.7754,100.7754,0.52
2019-06-24,98.1073,98.1073,98.1073,98.1073,-2.65
2019-06-25,97.1476,97.1476,97.1476,97.1476,-0.98
2019-06-26,116.7733,116.7733,116.7733,116.7733,20.2
2019-06-27,127.9261,127.9261,127.9261,127.9261,9.55
2019-06-28,112.7563,112.7563,112.7563,112.7563,-11.86
2019-06-29,103.4173,103.4173,103.4173,103.4173,-8.28
2019-06-30,99.765,99.765,99.765,99.765,-3.53
2019-07-01,101.1199,101.1199,101.1199,101.1199,1.36
2019-07-02,103.1702,103.1702,103.1702,103.1702,2.03
2019-07-03,102.9972,102.9972,102.9972,102.9972,-0.17
2019-07-04,103.8563,103.8563,103.8563,103.8563,0.83
2019-07-05,100.4793,100.4793,100.4793,100.4793,-3.25
2019-07-06,98.6103,98.6103,98.6103,98.6103,-1.86
2019-07-07,94.3381,94.3381,94.3381,94.3381,-4.33
2019-07-08,98.5035,98.5035,98.5035,98.5035,4.42
2019-07-09,103.1278,103.1278,103.1278,103.1278,4.69
2019-07-10,106.0185,106.0185,106.0185,106.0185,2.8
2019-07-11,105.0382,105.0382,105.0382,105.0382,-0.92
2019-07-12,102.2238,102.2238,102.2238,102.2238,-2.68
2019-07-13,101.9794,101.9794,101.9794,101.9794,-0.24
2019-07-14,106.4034,106.4034,106.4034,106.4034,4.34
2019-07-15,108.5851,108.5851,108.5851,108.5851,2.05
2019-07-16,113.7639,113.7639,113.7639,113.7639,4.77
2019-07-17,112.8382,112.8382,112.8382,112.8382,-0.81
2019-07-18,112.8751,112.8751,112.8751,112.8751,0.03
2019-07-19,113.5937,113.5937,113.5937,113.5937,0.64
2019-07-20,110.1151,110.1151,110.1151,110.1151,-3.06
2019-07-21,108.0955,108.0955,108.0955,108.0955,-1.83
2019-07-22,105.3055,105.3055,105.3055,105.3055,-2.58
2019-07-23,106.8917,106.8917,106.8917,106.8917,1.51
2019-07-24,104.6724,104.6724,104.6724,104.6724,-2.08
2019-07-25,105.4042,105.4042,105.4042,105.4042,0.7
2019-07-26,98.8531,98.8531,98.8531,98.8531,-6.22
2019-07-27,97.2806,97.2806,97.2806,97.2806,-1.59
2019-07-28,96.7754,96.7754,96.7754,96.7754,-0.52
2019-07-29,96.8446,96.8446,96.8446,96.8446,0.07
2019-07-30,96.6421,96.6421,96.6421,96.6421,-0.21
2019-07-31,98.0066,98.0066,98.0066,98.0066,1.41
2019-08-01,97.9427,97.9427,97.9427,97.9427,-0.07
2019-08-02,98.0227,98.0227,98.0227,98.0227,0.08
2019-08-03,95.5134,95.5134,95.5134,95.5134,-2.56
2019-08-04,95.8755,95.8755,95.8755,95.8755,0.38
2019-08-05,101.1686,101.1686,101.1686,101.1686,5.52
2019-08-06,103.7039,103.7039,103.7039,103.7039,2.51
2019-08-07,100.74,100.74,100.74,100.74,-2.86
2019-08-08,97.5743,97.5743,97.5743,97.5743,-3.14
2019-08-09,96.4549,96.4549,96.4549,96.4549,-1.15
2019-08-10,96.0268,96.0268,96.0268,96.0268,-0.44
2019-08-11,94.9047,94.9047,94.9047,94.9047,-1.17
2019-08-12,93.9086,93.9086,93.9086,93.9086,-1.05
2019-08-13,90.6826,90.6826,90.6826,90.6826,-3.44
2019-08-14,89.895,89.895,89.895,89.895,-0.87
2019-08-15,94.7093,94.7093,94.7093,94.7093,5.36
2019-08-16,93.1679,93.1679,93.1679,93.1679,-1.63
2019-08-17,96.7329,96.7329,96.7329,96.7329,3.83
2019-08-18,96.1638,96.1638,96.1638,96.1638,-0.59
2019-08-19,94.2109,94.2109,94.2109,94.2109,-2.03
2019-08-20,91.5519,91.5519,91.5519,91.5519,-2.82
2019-08-21,91.7119,91.7119,91.7119,91.7119,0.17
2019-08-22,90.1653,90.1653,90.1653,90.1653,-1.69
2019-08-23,87.8094,87.8094,87.8094,87.8094,-2.61
2019-08-24,89.0413,89.0413,89.0413,89.0413,1.4
2019-08-25,87.9005,87.9005,87.9005,87.9005,-1.28
2019-08-26,88.3557,88.3557,88.3557,88.3557,0.52
2019-08-27,87.1656,87.1656,87.1656,87.1656,-1.35
2019-08-28,86.9839,86.9839,86.9839,86.9839,-0.21
2019-08-29,85.5127,85.5127,85.5127,85.5127,-1.69
2019-08-30,83.9322,83.9322,83.9322,83.9322,-1.85
2019-08-31,84.0805,84.0805,84.0805,84.0805,0.18
2019-09-01,83.2771,83.2771,83.2771,83.2771,-0.96
2019-09-02,82.7827,82.7827,82.7827,82.7827,-0.59
2019-09-03,82.1009,82.1009,82.1009,82.1009,-0.82
2019-09-04,80.7783,80.7783,80.7783,80.7783,-1.61
2019-09-05,79.4296,79.4296,79.4296,79.4296,-1.67
2019-09-06,79.1753,79.1753,79.1753,79.1753,-0.32
2019-09-07,76.3996,76.3996,76.3996,76.3996,-3.51
2019-09-08,74.5625,74.5625,74.5625,74.5625,-2.4
2019-09-09,74.6841,74.6841,74.6841,74.6841,0.16
2019-09-10,73.9001,73.9001,73.9001,73.9001,-1.05
2019-09-11,73.8967,73.8967,73.8967,73.8967,0.0
2019-09-12,74.2934,74.2934,74.2934,74.2934,0.54
2019-09-13,72.042,72.042,72.042,72.042,-3.03
2019-09-14,70.3266,70.3266,70.3266,70.3266,-2.38
2019-09-15,71.142,71.142,71.142,71.142,1.16
2019-09-16,73.3657,73.3657,73.3657,73.3657,3.13
2019-09-17,72.5113,72.5113,72.5113,72.5113,-1.16
2019-09-18,70.7392,70.7392,70.7392,70.7392,-2.44
2019-09-19,72.9972,72.9972,72.9972,72.9972,3.19
2019-09-20,69.5837,69.5837,69.5837,69.5837,-4.68
2019-09-21,67.9738,67.9738,67.9738,67.9738,-2.31
2019-09-22,69.874,69.874,69.874,69.874,2.8
2019-09-23,72.7654,72.7654,72.7654,72.7654,4.14
2019-09-24,87.6421,87.6421,87.6421,87.6421,20.44
2019-09-25,84.8722,84.8722,84.8722,84.8722,-3.16
2019-09-26,93.6845,93.6845,93.6845,93.6845,10.38
2019-09-27,94.8804,94.8804,94.8804,94.8804,1.28
2019-09-28,91.5607,91.5607,91.5607,91.5607,-3.5
2019-09-29,92.0644,92.0644,92.0644,92.0644,0.55
2019-09-30,92.5385,92.5385,92.5385,92.5385,0.51
2019-10-01,90.3907,90.3907,90.3907,90.3907,-2.32
2019-10-02,88.5897,88.5897,88.5897,88.5897,-1.99
2019-10-03,86.011,86.011,86.011,86.011,-2.91
2019-10-04,82.3538,82.3538,82.3538,82.3538,-4.25
2019-10-05,81.8326,81.8326,81.8326,81.8326,-0.63
2019-10-06,82.9542,82.9542,82.9542,82.9542,1.37
2019-10-07,82.5429,82.5429,82.5429,82.5429,-0.5
2019-10-08,80.2965,80.2965,80.2965,80.2965,-2.72
2019-10-09,81.0335,81.0335,81.0335,81.0335,0.92
2019-10-10,80.1758,80.1758,80.1758,80.1758,-1.06
2019-10-11,79.6272,79.6272,79.6272,79.6272,-0.68
2019-10-12,78.8665,78.8665,78.8665,78.8665,-0.96
2019-10-13,79.6117,79.6117,79.6117,79.6117,0.94
2019-10-14,77.1524,77.1524,77.1524,77.1524,-3.09
2019-10-15,76.5031,76.5031,76.5031,76.5031,-0.84
2019-10-16,75.0862,75.0862,75.0862,75.0862,-1.85
2019-10-17,74.0923,74.0923,74.0923,74.0923,-1.32
2019-10-18,71.061,71.061,71.061,71.061,-4.09
2019-10-19,70.4057,70.4057,70.4057,70.4057,-0.92
2019-10-20,70.8307,70.8307,70.8307,70.8307,0.6
2019-10-21,71.1187,71.1187,71.1187,71.1187,0.41
2019-10-22,70.5009,70.5009,70.5009,70.5009,-0.87
2019-10-23,73.8123,73.8123,73.8123,73.8123,4.7
2019-10-24,70.4171,70.4171,70.4171,70.4171,-4.6
2019-10-25,73.1084,73.1084,73.1084,73.1084,3.82
2019-10-26,93.6198,93.6198,93.6198,93.6198,28.06
2019-10-27,92.5493,92.5493,92.5493,92.5493,-1.14
2019-10-28,87.9041,87.9041,87.9041,87.9041,-5.02
2019-10-29,80.4259,80.4259,80.4259,80.4259,-8.51
2019-10-30,77.043,77.043,77.043,77.043,-4.21
2019-10-31,76.6142,76.6142,76.6142,76.6142,-0.56
2019-11-01,74.3504,74.3504,74.3504,74.3504,-2.95
2019-11-02,73.1154,73.1154,73.1154,73.1154,-1.66
2019-11-03,72.7732,72.7732,72.7732,72.7732,-0.47
2019-11-04,71.6185,71.6185,71.6185,71.6185,-1.59
2019-11-05,71.0689,71.0689,71.0689,71.0689,-0.77
2019-11-06,70.769,70.769,70.769,70.769,-0.42
2019-11-07,67.8152,67.8152,67.8152,67.8152,-4.17
2019-11-08,65.9186,65.9186,65.9186,65.9186,-2.8
2019-11-09,65.7505,65.7505,65.7505,65.7505,-0.26
2019-11-10,65.4105,65.4105,65.4105,65.4105,-0.52
2019-11-11,65.2575,65.2575,65.2575,65.2575,-0.23
2019-11-12,65.4888,65.4888,65.4888,65.4888,0.35
2019-11-13,65.53,65.53,65.53,65.53,0.06
2019-11-14,65.0483,65.0483,65.0483,65.0483,-0.73
2019-11-15,64.5471,64.5471,64.5471,64.5471,-0.77
2019-11-16,64.0994,64.0994,64.0994,64.0994,-0.69
2019-11-17,64.7783,64.7783,64.7783,64.7783,1.06
2019-11-18,66.1144,66.1144,66.1144,66.1144,2.06
2019-11-19,66.7071,66.7071,66.7071,66.7071,0.9
2019-11-20,68.8666,68.8666,68.8666,68.8666,3.24
2019-11-21,72.5841,72.5841,72.5841,72.5841,5.4
2019-11-22,84.6262,84.6262,84.6262,84.6262,16.59
2019-11-23,75.2213,75.2213,75.2213,75.2213,-11.11
2019-11-24,74.818,74.818,74.818,74.818,-0.54
2019-11-25,80.6981,80.6981,80.6981,80.6981,7.86
2019-11-26,79.8204,79.8204,79.8204,79.8204,-1.09
2019-11-27,80.7676,80.7676,80.7676,80.7676,1.19
2019-11-28,76.4707,76.4707,76.4707,76.4707,-5.32
2019-11-29,70.1412,70.1412,70.1412,70.1412,-8.28
2019-11-30,69.1923,69.1923,69.1923,69.1923,-1.35
2019-12-01,70.5229,70.5229,70.5229,70.5229,1.92
2019-12-02,69.4354,69.4354,69.4354,69.4354,-1.54
2019-12-03,69.1338,69.1338,69.1338,69.1338,-0.43
2019-12-04,69.4921,69.4921,69.4921,69.4921,0.52
2019-12-05,68.8933,68.8933,68.8933,68.8933,-0.86
2019-12-06,65.2789,65.2789,65.2789,65.2789,-5.25
2019-12-07,64.9816,64.9816,64.9816,64.9816,-0.46
2019-12-08,65.8467,65.8467,65.8467,65.8467,1.33
2019-12-09,66.0376,66.0376,66.0376,66.0376,0.29
2019-12-10,65.9139,65.9139,65.9139,65.9139,-0.19
2019-12-11,65.779,65.779,65.779,65.779,-0.2
2019-12-12,66.1663,66.1663,66.1663,66.1663,0.59
2019-12-13,64.0304,64.0304,64.0304,64.0304,-3.23
2019-12-14,63.5696,63.5696,63.5696,63.5696,-0.72
2019-12-15,63.8114,63.8114,63.8114,63.8114,0.38
2019-12-16,64.7275,64.7275,64.7275,64.7275,1.44
2019-12-17,67.9008,67.9008,67.9008,67.9008,4.9
2019-12-18,67.836,67.836,67.836,67.836,-0.1
2019-12-19,67.4028,67.4028,67.4028,67.4028,-0.64
2019-12-20,65.3991,65.3991,65.3991,65.3991,-2.97
2019-12-21,64.3536,64.3536,64.3536,64.3536,-1.6
2019-12-22,62.2207,62.2207,62.2207,62.2207,-3.31
2019-12-23,61.8072,61.8072,61.8072,61.8072,-0.66
2019-12-24,61.3226,61.3226,61.3226,61.3226,-0.78
2019-12-25,61.6905,61.6905,61.6905,61.6905,0.6
2019-12-26,63.5174,63.5174,63.5174,63.5174,2.96
2019-12-27,60.5325,60.5325,60.5325,60.5325,-4.7
2019-12-28,60.0724,60.0724,60.0724,60.0724,-0.76
2019-12-29,59.3182,59.3182,59.3182,59.3182,-1.26
2019-12-30,60.5669,60.5669,60.5669,60.5669,2.11
2019-12-31,61.8298,61.8298,61.8298,61.8298,2.09
2020-01-01,62.4188,62.4188,62.4188,62.4188,0.95
2020-01-02,62.8506,62.8506,62.8506,62.8506,0.69
2020-01-03,62.504,62.504,62.504,62.504,-0.55
2020-01-04,62.0487,62.0487,62.0487,62.0487,-0.73
2020-01-05,62.056,62.056,62.056,62.056,0.01
2020-01-06,62.7503,62.7503,62.7503,62.7503,1.12
2020-01-07,67.2334,67.2334,67.2334,67.2334,7.14
2020-01-08,70.0987,70.0987,70.0987,70.0987,4.26
2020-01-09,66.9832,66.9832,66.9832,66.9832,-4.44
2020-01-10,64.4906,64.4906,64.4906,64.4906,-3.72
2020-01-11,64.4013,64.4013,64.4013,64.4013,-0.14
2020-01-12,65.0093,65.0093,65.0093,65.0093,0.94
2020-01-13,64.3193,64.3193,64.3193,64.3193,-1.06
2020-01-14,66.8584,66.8584,66.8584,66.8584,3.95
2020-01-15,68.1948,68.1948,68.1948,68.1948,2.0
2020-01-16,67.7446,67.7446,67.7446,67.7446,-0.66
2020-01-17,66.8271,66.8271,66.8271,66.8271,-1.35
2020-01-18,67.226,67.226,67.226,67.226,0.6
2020-01-19,67.6446,67.6446,67.6446,67.6446,0.62
2020-01-20,64.639,64.639,64.639,64.639,-4.44
2020-01-21,62.8346,62.8346,62.8346,62.8346,-2.79
2020-01-22,63.0977,63.0977,63.0977,63.0977,0.42
2020-01-23,60.7872,60.7872,60.7872,60.7872,-3.66
2020-01-24,61.2361,61.2361,61.2361,61.2361,0.74
2020-01-25,60.4779,60.4779,60.4779,60.4779,-1.24
2020-01-26,61.476,61.476,61.476,61.476,1.65
2020-01-27,62.5621,62.5621,62.5621,62.5621,1.77
2020-01-28,63.8849,63.8849,63.8849,63.8849,2.11
2020-01-29,63.9409,63.9409,63.9409,63.9409,0.09
2020-01-30,65.0326,65.0326,65.0326,65.0326,1.71
2020-01-31,63.8517,63.8517,63.8517,63.8517,-1.82
2020-02-01,61.7137,61.7137,61.7137,61.7137,-3.35
2020-02-02,62.3783,62.3783,62.3783,62.3783,1.08
2020-02-03,63.138,63.138,63.138,63.138,1.22
2020-02-04,63.6511,63.6511,63.6511,63.6511,0.81
2020-02-05,65.3523,65.3523,65.3523,65.3523,2.67
2020-02-06,66.2781,66.2781,66.2781,66.2781,1.42
2020-02-07,66.9142,66.9142,66.9142,66.9142,0.96
2020-02-08,66.2971,66.2971,66.2971,66.2971,-0.92
2020-02-09,66.812,66.812,66.812,66.812,0.78
2020-02-10,66.4205,66.4205,66.4205,66.4205,-0.59
2020-02-11,65.4049,65.4049,65.4049,65.4049,-1.53
2020-02-12,67.4959,67.4959,67.4959,67.4959,3.2
2020-02-13,68.4964,68.4964,68.4964,68.4964,1.48
2020-02-14,68.2856,68.2856,68.2856,68.2856,-0.31
2020-02-15,69.4022,69.4022,69.4022,69.4022,1.64
2020-02-16,69.9099,69.9099,69.9099,69.9099,0.73
2020-02-17,70.2002,70.2002,70.2002,70.2002,0.42
2020-02-18,70.0147,70.0147,70.0147,70.0147,-0.26
2020-02-19,70.0077,70.0077,70.0077,70.0077,-0.01
2020-02-20,70.8954,70.8954,70.8954,70.8954,1.27
2020-02-21,68.8517,68.8517,68.8517,68.8517,-2.88
2020-02-22,66.1439,66.1439,66.1439,66.1439,-3.93
2020-02-23,65.8436,65.8436,65.8436,65.8436,-0.45
2020-02-24,65.7376,65.7376,65.7376,65.7376,-0.16
2020-02-25,65.8158,65.8158,65.8158,65.8158,0.12
2020-02-26,67.9442,67.9442,67.9442,67.9442,3.23
2020-02-27,68.7165,68.7165,68.7165,68.7165,1.14
2020-02-28,68.3333,68.3333,68.3333,68.3333,-0.56
2020-02-29,66.3079,66.3079,66.3079,66.3079,-2.96
2020-03-01,67.6975,67.6975,67.6975,67.6975,2.1
2020-03-02,67.5341,67.5341,67.5341,67.5341,-0.24
2020-03-03,66.2894,66.2894,66.2894,66.2894,-1.84
2020-03-04,64.68,64.68,64.68,64.68,-2.43
2020-03-05,63.4801,63.4801,63.4801,63.4801,-1.86
2020-03-06,62.2221,62.2221,62.2221,62.2221,-1.98
2020-03-07,62.6699,62.6699,62.6699,62.6699,0.72
2020-03-08,63.9462,63.9462,63.9462,63.9462,2.04
2020-03-09,72.4703,72.4703,72.4703,72.4703,13.33
2020-03-10,69.715,69.715,69.715,69.715,-3.8
2020-03-11,68.8049,68.8049,68.8049,68.8049,-1.31
2020-03-12,85.9493,85.9493,85.9493,85.9493,24.92
2020-03-13,123.7927,123.7927,123.7927,123.7927,44.03
2020-03-14,115.4331,115.4331,115.4331,115.4331,-6.75
2020-03-15,129.7251,129.7251,129.7251,129.7251,12.38
2020-03-16,170.5505,170.5505,170.5505,170.5505,31.47
2020-03-17,152.7153,152.7153,152.7153,152.7153,-10.46
2020-03-18,144.2638,144.2638,144.2638,144.2638,-5.53
2020-03-19,133.3305,133.3305,133.3305,133.3305,-7.58
2020-03-20,139.3578,139.3578,139.3578,139.3578,4.52
2020-03-21,135.3228,135.3228,135.3228,135.3228,-2.9
2020-03-22,137.9445,137.9445,137.9445,137.9445,1.94
2020-03-23,139.6165,139.6165,139.6165,139.6165,1.21
2020-03-24,134.6675,134.6675,134.6675,134.6675,-3.54
2020-03-25,131.5317,131.5317,131.5317,131.5317,-2.33
2020-03-26,130.4409,130.4409,130.4409,130.4409,-0.83
2020-03-27,113.6492,113.6492,113.6492,113.6492,-12.87
2020-03-28,116.3201,116.3201,116.3201,116.3201,2.35
2020-03-29,118.1595,118.1595,118.1595,118.1595,1.58
2020-03-30,113.9793,113.9793,113.9793,113.9793,-3.54
2020-03-31,108.2879,108.2879,108.2879,108.2879,-4.99
2020-04-01,106.3421,106.3421,106.3421,106.3421,-1.8
2020-04-02,108.9141,108.9141,108.9141,108.9141,2.42
2020-04-03,106.478,106.478,106.478,106.478,-2.24
2020-04-04,104.0695,104.0695,104.0695,104.0695,-2.26
2020-04-05,103.4074,103.4074,103.4074,103.4074,-0.64
2020-04-06,103.8716,103.8716,103.8716,103.8716,0.45
2020-04-07,104.5734,104.5734,104.5734,104.5734,0.68
2020-04-08,104.8591,104.8591,104.8591,104.8591,0.27
2020-04-09,103.3419,103.3419,103.3419,103.3419,-1.45
2020-04-10,102.8953,102.8953,102.8953,102.8953,-0.43
2020-04-11,101.1926,101.1926,101.1926,101.1926,-1.65
2020-04-12,101.4276,101.4276,101.4276,101.4276,0.23
2020-04-13,101.9388,101.9388,101.9388,101.9388,0.5
2020-04-14,99.0747,99.0747,99.0747,99.0747,-2.81
2020-04-15,95.4446,95.4446,95.4446,95.4446,-3.66
2020-04-16,92.3967,92.3967,92.3967,92.3967,-3.19
2020-04-17,90.4962,90.4962,90.4962,90.4962,-2.06
2020-04-18,89.1038,89.1038,89.1038,89.1038,-1.54
2020-04-19,88.7599,88.7599,88.7599,88.7599,-0.39
2020-04-20,89.4189,89.4189,89.4189,89.4189,0.74
2020-04-21,89.9342,89.9342,89.9342,89.9342,0.58
2020-04-22,91.2366,91.2366,91.2366,91.2366,1.45
2020-04-23,90.5642,90.5642,90.5642,90.5642,-0.74
2020-04-24,85.5005,85.5005,85.5005,85.5005,-5.59
2020-04-25,81.9356,81.9356,81.9356,81.9356,-4.17
2020-04-26,81.5649,81.5649,81.5649,81.5649,-0.45
2020-04-27,83.509,83.509,83.509,83.509,2.38
2020-04-28,84.614,84.614,84.614,84.614,1.32
2020-04-29,91.8903,91.8903,91.8903,91.8903,8.6
2020-04-30,94.727,94.727,94.727,94.727,3.09
2020-05-01,92.7615,92.7615,92.7615,92.7615,-2.07
2020-05-02,90.3104,90.3104,90.3104,90.3104,-2.64
2020-05-03,91.2028,91.2028,91.2028,91.2028,0.99
2020-05-04,96.3738,96.3738,96.3738,96.3738,5.67
2020-05-05,93.9335,93.9335,93.9335,93.9335,-2.53
2020-05-06,96.1099,96.1099,96.1099,96.1099,2.32
2020-05-07,98.332,98.332,98.332,98.332,2.31
2020-05-08,100.0465,100.0465,100.0465,100.0465,1.74
2020-05-09,100.6276,100.6276,100.6276,100.6276,0.58
2020-05-10,116.2984,116.2984,116.2984,116.2984,15.57
2020-05-11,116.0684,116.0684,116.0684,116.0684,-0.2
2020-05-12,100.7904,100.7904,100.7904,100.7904,-13.16
2020-05-13,103.0138,103.0138,103.0138,103.0138,2.21
2020-05-14,106.0123,106.0123,106.0123,106.0123,2.91
2020-05-15,107.9152,107.9152,107.9152,107.9152,1.8
2020-05-16,105.734,105.734,105.734,105.734,-2.02
2020-05-17,111.1772,111.1772,111.1772,111.1772,5.15
2020-05-18,109.9487,109.9487,109.9487,109.9487,-1.1
2020-05-19,105.1457,105.1457,105.1457,105.1457,-4.37
2020-05-20,103.4774,103.4774,103.4774,103.4774,-1.59
2020-05-21,101.1834,101.1834,101.1834,101.1834,-2.22
2020-05-22,96.5487,96.5487,96.5487,96.5487,-4.58
2020-05-23,90.5105,90.5105,90.5105,90.5105,-6.25
2020-05-24,90.4693,90.4693,90.4693,90.4693,-0.05
2020-05-25,90.6416,90.6416,90.6416,90.6416,0.19
2020-05-26,88.858,88.858,88.858,88.858,-1.97
2020-05-27,84.5418,84.5418,84.5418,84.5418,-4.86
2020-05-28,78.1639,78.1639,78.1639,78.1639,-7.54
2020-05-29,73.098,73.098,73.098,73.098,-6.48
2020-05-30,77.1143,77.1143,77.1143,77.1143,5.49
2020-05-31,83.5965,83.5965,83.5965,83.5965,8.41
2020-06-01,81.3487,81.3487,81.3487,81.3487,-2.69
2020-06-02,85.5006,85.5006,85.5006,85.5006,5.1
2020-06-03,80.3167,80.3167,80.3167,80.3167,-6.06
2020-06-04,78.4783,78.4783,78.4783,78.4783,-2.29
2020-06-05,75.5576,75.5576,75.5576,75.5576,-3.72
2020-06-06,75.2066,75.2066,75.2066,75.2066,-0.46
2020-06-07,76.6342,76.6342,76.6342,76.6342,1.9
2020-06-08,75.4019,75.4019,75.4019,75.4019,-1.61
2020-06-09,75.3645,75.3645,75.3645,75.3645,-0.05
2020-06-10,76.757,76.757,76.757,76.757,1.85
2020-06-11,77.6432,77.6432,77.6432,77.6432,1.15
2020-06-12,73.406,73.406,73.406,73.406,-5.46
2020-06-13,72.1599,72.1599,72.1599,72.1599,-1.7
2020-06-14,75.2374,75.2374,75.2374,75.2374,4.26
2020-06-15,76.3731,76.3731,76.3731,76.3731,1.51
2020-06-16,75.58,75.58,75.58,75.58,-1.04
2020-06-17,75.2733,75.2733,75.2733,75.2733,-0.41
2020-06-18,72.7231,72.7231,72.7231,72.7231,-3.39
2020-06-19,70.391,70.391,70.391,70.391,-3.21
2020-06-20,70.6512,70.6512,70.6512,70.6512,0.37
2020-06-21,71.1372,71.1372,71.1372,71.1372,0.69
2020-06-22,71.231,71.231,71.231,71.231,0.13
2020-06-23,70.8318,70.8318,70.8318,70.8318,-0.56
2020-06-24,71.195,71.195,71.195,71.195,0.51
2020-06-25,69.019,69.019,69.019,69.019,-3.06
2020-06-26,61.0858,61.0858,61.0858,61.0858,-11.49
2020-06-27,60.069,60.069,60.069,60.069,-1.66
2020-06-28,62.6901,62.6901,62.6901,62.6901,4.36
2020-06-29,62.0949,62.0949,62.0949,62.0949,-0.95
2020-06-30,60.3818,60.3818,60.3818,60.3818,-2.76
2020-07-01,57.5897,57.5897,57.5897,57.5897,-4.62
2020-07-02,55.2919,55.2919,55.2919,55.2919,-3.99
2020-07-03,54.0072,54.0072,54.0072,54.0072,-2.32
2020-07-04,55.6592,55.6592,55.6592,55.6592,3.06
2020-07-05,57.9973,57.9973,57.9973,57.9973,4.2
2020-07-06,59.5277,59.5277,59.5277,59.5277,2.64
2020-07-07,61.0466,61.0466,61.0466,61.0466,2.55
2020-07-08,62.9236,62.9236,62.9236,62.9236,3.07
2020-07-09,63.7122,63.7122,63.7122,63.7122,1.25
2020-07-10,60.7269,60.7269,60.7269,60.7269,-4.69
2020-07-11,61.2342,61.2342,61.2342,61.2342,0.84
2020-07-12,61.7481,61.7481,61.7481,61.7481,0.84
2020-07-13,61.6496,61.6496,61.6496,61.6496,-0.16
2020-07-14,60.9589,60.9589,60.9589,60.9589,-1.12
2020-07-15,61.5195,61.5195,61.5195,61.5195,0.92
2020-07-16,61.2351,61.2351,61.2351,61.2351,-0.46
2020-07-17,58.0369,58.0369,58.0369,58.0369,-5.22
2020-07-18,57.0635,57.0635,57.0635,57.0635,-1.68
2020-07-19,58.0127,58.0127,58.0127,58.0127,1.66
2020-07-20,57.1607,57.1607,57.1607,57.1607,-1.47
2020-07-21,58.2049,58.2049,58.2049,58.2049,1.83
2020-07-22,58.364,58.364,58.364,58.364,0.27
2020-07-23,59.779,59.779,59.779,59.779,2.42
2020-07-24,57.7057,57.7057,57.7057,57.7057,-3.47
2020-07-25,58.5315,58.5315,58.5315,58.5315,1.43
2020-07-26,64.1776,64.1776,64.1776,64.1776,9.65
2020-07-27,78.3046,78.3046,78.3046,78.3046,22.01
2020-07-28,73.0612,73.0612,73.0612,73.0612,-6.7
2020-07-29,70.3863,70.3863,70.3863,70.3863,-3.66
2020-07-30,66.7597,66.7597,66.7597,66.7597,-5.15
2020-07-31,67.1604,67.1604,67.1604,67.1604,0.6
