Date,Price
2021-09-20,92.4503
2021-09-19,87.3529
2021-09-18,87.5401
2021-09-17,87.1383
2021-09-16,89.8523
2021-09-15,93.8186
2021-09-14,94.6928
2021-09-13,95.2412
2021-09-12,93.9262
2021-09-11,93.5198
2021-09-10,94.0526
2021-09-09,95.8158
2021-09-08,97.4768
2021-09-07,99.5711
2021-09-06,96.4750
2021-09-05,97.1538
2021-09-04,95.7288
2021-09-03,96.3082
2021-09-02,99.5590
2021-09-01,97.8054
2021-08-31,95.6826
2021-08-30,93.8028
2021-08-29,93.0439
2021-08-28,93.0845
2021-08-27,94.9014
2021-08-26,96.7136
2021-08-25,96.8554
2021-08-24,97.4417
2021-08-23,99.9850
2021-08-22,97.8753
2021-08-21,98.5709
2021-08-20,98.9999
2021-08-19,100.2797
2021-08-18,101.0468
2021-08-17,101.7615
2021-08-16,103.3789
2021-08-15,103.3326
2021-08-14,103.5115
2021-08-13,102.9255
2021-08-12,104.4690
2021-08-11,108.9244
2021-08-10,112.5527
2021-08-09,110.5816
2021-08-08,103.3186
2021-08-07,102.0294
2021-08-06,99.3835
2021-08-05,101.0602
2021-08-04,97.9616
2021-08-03,95.6782
2021-08-02,94.7071
2021-08-01,94.8755
2021-07-31,94.2279
2021-07-30,94.2959
2021-07-29,97.4753
2021-07-28,98.6992
2021-07-27,92.1460
2021-07-26,92.4192
2021-07-25,89.1211
2021-07-24,87.9099
2021-07-23,87.3419
2021-07-22,90.9095
2021-07-21,93.2136
2021-07-20,95.0007
2021-07-19,90.5990
2021-07-18,87.2846
2021-07-17,87.1862
2021-07-16,87.9262
2021-07-15,89.9544
2021-07-14,92.1760
2021-07-13,92.3061
2021-07-12,92.0527
2021-07-11,91.9351
2021-07-10,93.1332
2021-07-09,94.6256
2021-07-08,97.8396
2021-07-07,97.4479
2021-07-06,98.1919
2021-07-05,98.1810
2021-07-04,99.3374
2021-07-03,100.9436
2021-07-02,103.3117
2021-07-01,106.6011
2021-06-30,106.4787
2021-06-29,103.4811
2021-06-28,107.4701
2021-06-27,107.5424
2021-06-26,109.5310
2021-06-25,105.9223
2021-06-24,104.9151
2021-06-23,106.7856
2021-06-22,113.3644
2021-06-21,107.8430
2021-06-20,98.5916
2021-06-19,95.0129
2021-06-18,99.8192
2021-06-17,97.2236
2021-06-16,99.2163
2021-06-15,100.7957
2021-06-14,104.9686
2021-06-13,105.8321
2021-06-12,104.7095
2021-06-11,103.5760
2021-06-10,107.5573
2021-06-09,115.9592
2021-06-08,124.1288
2021-06-07,112.7685
2021-06-06,115.4939
2021-06-05,115.9166
2021-06-04,113.6140
2021-06-03,112.1679
2021-06-02,117.2484
2021-06-01,120.3921
2021-05-31,121.8227
2021-05-30,136.4407
2021-05-29,141.0390
2021-05-28,138.4891
2021-05-27,127.0510
2021-05-26,135.8308
2021-05-25,142.0761
2021-05-24,144.6406
2021-05-23,168.1786
2021-05-22,156.2869
2021-05-21,158.4231
2021-05-20,145.1078
2021-05-19,134.1699
2021-05-18,120.4476
2021-05-17,127.6786
2021-05-16,113.2868
2021-05-15,109.2272
2021-05-14,104.2905
2021-05-13,103.1770
2021-05-12,101.9581
2021-05-11,98.6340
2021-05-10,99.0925
2021-05-09,95.4919
2021-05-08,91.5516
2021-05-07,88.8040
2021-05-06,91.1038
2021-05-05,92.7090
2021-05-04,93.9744
2021-05-03,87.5319
2021-05-02,82.4419
2021-05-01,81.4600
2021-04-30,80.1239
2021-04-29,81.3187
2021-04-28,79.5036
2021-04-27,80.0773
2021-04-26,84.3695
2021-04-25,94.2001
2021-04-24,93.0787
2021-04-23,91.6817
2021-04-22,86.8441
2021-04-21,82.9979
2021-04-20,83.8959
2021-04-19,84.7606
2021-04-18,88.3100
2021-04-17,74.8099
2021-04-16,77.4506
2021-04-15,79.6018
2021-04-14,84.7738
2021-04-13,86.6793
2021-04-12,83.0440
2021-04-11,81.0033
2021-04-10,80.2617
2021-04-09,75.9618
2021-04-08,75.5952
2021-04-07,79.9401
2021-04-06,80.9286
2021-04-05,80.3765
2021-04-04,82.1587
2021-04-03,82.3595
2021-04-02,81.1702
2021-04-01,82.6225
2021-03-31,85.3284
2021-03-30,84.4167
2021-03-29,81.6573
2021-03-28,79.5164
2021-03-27,80.8194
2021-03-26,84.3373
2021-03-25,91.2313
2021-03-24,91.8677
2021-03-23,85.4800
2021-03-22,86.4904
2021-03-21,88.4671
2021-03-20,93.8991
2021-03-19,96.2337
2021-03-18,100.9219
2021-03-17,104.7378
2021-03-16,104.0305
2021-03-15,105.1197
2021-03-14,105.6240
2021-03-13,104.7861
2021-03-12,102.9561
2021-03-11,104.4513
2021-03-10,103.7140
2021-03-09,104.0730
2021-03-08,104.4697
2021-03-07,106.0892
2021-03-06,106.5214
2021-03-05,108.9215
2021-03-04,108.0862
2021-03-03,108.0387
2021-03-02,109.7480
2021-03-01,115.0205
2021-02-28,117.5052
2021-02-27,113.0614
2021-02-26,118.0411
2021-02-25,121.3282
2021-02-24,125.6999
2021-02-23,132.4779
2021-02-22,121.8924
2021-02-21,113.2322
2021-02-20,111.9754
2021-02-19,112.3586
2021-02-18,118.3586
2021-02-17,118.7791
2021-02-16,120.7893
2021-02-15,118.5585
2021-02-14,118.9290
2021-02-13,119.4864
2021-02-12,120.1051
2021-02-11,122.1361
2021-02-10,122.9832
2021-02-09,125.7036
2021-02-08,127.3736
2021-02-07,116.4417
2021-02-06,114.5676
2021-02-05,116.1995
2021-02-04,119.7638
2021-02-03,120.7915
2021-02-02,122.1641
2021-02-01,122.3231
2021-01-31,126.8044
2021-01-30,127.6896
2021-01-29,136.2992
2021-01-28,135.3365
2021-01-27,130.6129
2021-01-26,122.3167
2021-01-25,124.5441
2021-01-24,127.4918
2021-01-23,124.5580
2021-01-22,127.7224
2021-01-21,130.9544
2021-01-20,138.3712
2021-01-19,148.7246
2021-01-18,143.9496
2021-01-17,147.9275
2021-01-16,154.0570
2021-01-15,152.8039
2021-01-14,152.7820
2021-01-13,147.6092
2021-01-12,154.5840
2021-01-11,143.3280
2021-01-10,153.6932
2021-01-09,148.6405
2021-01-08,142.4318
2021-01-07,142.2694
2021-01-06,124.8223
2021-01-05,116.2623
2021-01-04,115.9792
2021-01-03,106.9400
2021-01-02,100.1963
2021-01-01,91.1381
2020-12-31,101.8303
2020-12-30,96.2726
2020-12-29,93.5271
2020-12-28,92.4082
2020-12-27,93.7679
2020-12-26,89.0156
2020-12-25,84.6604
2020-12-24,84.3591
2020-12-23,91.4396
2020-12-22,90.0958
2020-12-21,89.3205
2020-12-20,90.5014
2020-12-19,89.3175
2020-12-18,83.5233
2020-12-17,91.5746
2020-12-16,77.9110
2020-12-15,74.3545
2020-12-14,74.0797
2020-12-13,73.2389
2020-12-12,71.9566
2020-12-11,72.4029
2020-12-10,72.4665
2020-12-09,78.8564
2020-12-08,80.5254
2020-12-07,82.0635
2020-12-06,82.5622
2020-12-05,82.0935
2020-12-04,83.4428
2020-12-03,85.2260
2020-12-02,87.4259
2020-12-01,97.2816
2020-11-30,93.2328
2020-11-29,80.0760
2020-11-28,79.9687
2020-11-27,86.1731
2020-11-26,90.7486
2020-11-25,91.7838
2020-11-24,91.9921
2020-11-23,90.3985
2020-11-22,84.5826
2020-11-21,82.7059
2020-11-20,79.0966
2020-11-19,73.7655
2020-11-18,82.7878
2020-11-17,74.7172
2020-11-16,67.9223
2020-11-15,69.2189
2020-11-14,68.5205
2020-11-13,67.8990
2020-11-12,66.8100
2020-11-11,66.6233
2020-11-10,68.4726
2020-11-09,71.8134
2020-11-08,69.8342
2020-11-07,70.1482
2020-11-06,74.2531
2020-11-05,72.5426
2020-11-04,69.9467
2020-11-03,71.6464
2020-11-02,72.2797
2020-11-01,69.7611
2020-10-31,68.4316
2020-10-30,63.8973
2020-10-29,64.4577
2020-10-28,66.9471
2020-10-27,66.6218
2020-10-26,61.3771
2020-10-25,61.9991
2020-10-24,61.5355
2020-10-23,62.1722
2020-10-22,66.4477
2020-10-21,67.9009
2020-10-20,59.1138
2020-10-19,57.1201
2020-10-18,56.2878
2020-10-17,56.9742
2020-10-16,57.6807
2020-10-15,57.7394
2020-10-14,59.7924
2020-10-13,60.7983
2020-10-12,60.3395
2020-10-11,60.3854
2020-10-10,60.6794
2020-10-09,59.5141
2020-10-08,62.3959
2020-10-07,63.2181
2020-10-06,62.1748
2020-10-05,62.7207
2020-10-04,61.6460
2020-10-03,60.6610
2020-10-02,61.5531
2020-10-01,61.3368
2020-09-30,58.3668
2020-09-29,58.3483
2020-09-28,58.9412
2020-09-27,58.4005
2020-09-26,58.1116
2020-09-25,58.6159
2020-09-24,63.7105
2020-09-23,62.6237
2020-09-22,63.0234
2020-09-21,62.1866
2020-09-20,58.6276
2020-09-19,59.1259
2020-09-18,59.8288
2020-09-17,63.9965
2020-09-16,67.5706
2020-09-15,67.7130
2020-09-14,67.3444
2020-09-13,68.2029
2020-09-12,67.8964
2020-09-11,72.6631
2020-09-10,75.9582
2020-09-09,84.2996
2020-09-08,85.5059
2020-09-07,83.0414
2020-09-06,82.8900
2020-09-05,82.4291
2020-09-04,73.6590
2020-09-03,70.5126
2020-09-02,67.3533
2020-09-01,70.0088
2020-08-31,68.3376
2020-08-30,66.7676
2020-08-29,66.6122
2020-08-28,68.7425
2020-08-27,72.1712
2020-08-26,72.5659
2020-08-25,73.7044
2020-08-24,73.7010
2020-08-23,74.7939
2020-08-22,75.8162
2020-08-21,75.7958
2020-08-20,76.9311
2020-08-19,81.9934
2020-08-18,85.8771
2020-08-17,85.7554
2020-08-16,87.2609
2020-08-15,84.9813
2020-08-14,78.4655
2020-08-13,72.7851
2020-08-12,74.2278
2020-08-11,78.4948
2020-08-10,73.7909
2020-08-09,74.2262
2020-08-08,74.7454
2020-08-07,76.3742
2020-08-06,76.0222
2020-08-05,77.1917
2020-08-04,77.6908
2020-08-03,79.1121
2020-08-02,83.2049
2020-08-01,76.0637
2020-07-31,67.1604
2020-07-30,66.7597
2020-07-29,70.3863
2020-07-28,73.0612
2020-07-27,78.3046
2020-07-26,64.1776
2020-07-25,58.5315
2020-07-24,57.7057
2020-07-23,59.7790
2020-07-22,58.3640
2020-07-21,58.2049
2020-07-20,57.1607
2020-07-19,58.0127
2020-07-18,57.0635
2020-07-17,58.0369
2020-07-16,61.2351
2020-07-15,61.5195
2020-07-14,60.9589
2020-07-13,61.6496
2020-07-12,61.7481
2020-07-11,61.2342
2020-07-10,60.7269
2020-07-09,63.7122
2020-07-08,62.9236
2020-07-07,61.0466
2020-07-06,59.5277
2020-07-05,57.9973
2020-07-04,55.6592
2020-07-03,54.0072
2020-07-02,55.2919
2020-07-01,57.5897
2020-06-30,60.3818
2020-06-29,62.0949
2020-06-28,62.6901
2020-06-27,60.0690
2020-06-26,61.0858
2020-06-25,69.0190
2020-06-24,71.1950
2020-06-23,70.8318
2020-06-22,71.2310
2020-06-21,71.1372
2020-06-20,70.6512
2020-06-19,70.3910
2020-06-18,72.7231
2020-06-17,75.2733
2020-06-16,75.5800
2020-06-15,76.3731
2020-06-14,75.2374
2020-06-13,72.1599
2020-06-12,73.4060
2020-06-11,77.6432
2020-06-10,76.7570
2020-06-09,75.3645
2020-06-08,75.4019
2020-06-07,76.6342
2020-06-06,75.2066
2020-06-05,75.5576
2020-06-04,78.4783
2020-06-03,80.3167
2020-06-02,85.5006
2020-06-01,81.3487
2020-05-31,83.5965
2020-05-30,77.1143
2020-05-29,73.0980
2020-05-28,78.1639
2020-05-27,84.5418
2020-05-26,88.8580
2020-05-25,90.6416
2020-05-24,90.4693
2020-05-23,90.5105
2020-05-22,96.5487
2020-05-21,101.1834
2020-05-20,103.4774
2020-05-19,105.1457
2020-05-18,109.9487
2020-05-17,111.1772
2020-05-16,105.7340
2020-05-15,107.9152
2020-05-14,106.0123
2020-05-13,103.0138
2020-05-12,100.7904
2020-05-11,116.0684
2020-05-10,116.2984
2020-05-09,100.6276
2020-05-08,100.0465
2020-05-07,98.3320
2020-05-06,96.1099
2020-05-05,93.9335
2020-05-04,96.3738
2020-05-03,91.2028
2020-05-02,90.3104
2020-05-01,92.7615
2020-04-30,94.7270
2020-04-29,91.8903
2020-04-28,84.6140
2020-04-27,83.5090
2020-04-26,81.5649
2020-04-25,81.9356
2020-04-24,85.5005
2020-04-23,90.5642
2020-04-22,91.2366
2020-04-21,89.9342
2020-04-20,89.4189
2020-04-19,88.7599
2020-04-18,89.1038
2020-04-17,90.4962
2020-04-16,92.3967
2020-04-15,95.4446
2020-04-14,99.0747
2020-04-13,101.9388
2020-04-12,101.4276
2020-04-11,101.1926
2020-04-10,102.8953
2020-04-09,103.3419
2020-04-08,104.8591
2020-04-07,104.5734
2020-04-06,103.8716
2020-04-05,103.4074
2020-04-04,104.0695
2020-04-03,106.4780
2020-04-02,108.9141
2020-04-01,106.3421
2020-03-31,108.2879
2020-03-30,113.9793
2020-03-29,118.1595
2020-03-28,116.3201
2020-03-27,113.6492
2020-03-26,130.4409
2020-03-25,131.5317
2020-03-24,134.6675
2020-03-23,139.6165
2020-03-22,137.9445
2020-03-21,135.3228
2020-03-20,139.3578
2020-03-19,133.3305
2020-03-18,144.2638
2020-03-17,152.7153
2020-03-16,170.5505
2020-03-15,129.7251
2020-03-14,115.4331
2020-03-13,123.7927
2020-03-12,85.9493
2020-03-11,68.8049
2020-03-10,69.7150
2020-03-09,72.4703
2020-03-08,63.9462
2020-03-07,62.6699
2020-03-06,62.2221
2020-03-05,63.4801
2020-03-04,64.6800
2020-03-03,66.2894
2020-03-02,67.5341
2020-03-01,67.6975
2020-02-29,66.3079
2020-02-28,68.3333
2020-02-27,68.7165
2020-02-26,67.9442
2020-02-25,65.8158
2020-02-24,65.7376
2020-02-23,65.8436
2020-02-22,66.1439
2020-02-21,68.8517
2020-02-20,70.8954
2020-02-19,70.0077
2020-02-18,70.0147
2020-02-17,70.2002
2020-02-16,69.9099
2020-02-15,69.4022
2020-02-14,68.2856
2020-02-13,68.4964
2020-02-12,67.4959
2020-02-11,65.4049
2020-02-10,66.4205
2020-02-09,66.8120
2020-02-08,66.2971
2020-02-07,66.9142
2020-02-06,66.2781
2020-02-05,65.3523
2020-02-04,63.6511
2020-02-03,63.1380
2020-02-02,62.3783
2020-02-01,61.7137
2020-01-31,63.8517
2020-01-30,65.0326
2020-01-29,63.9409
2020-01-28,63.8849
2020-01-27,62.5621
2020-01-26,61.4760
2020-01-25,60.4779
2020-01-24,61.2361
2020-01-23,60.7872
2020-01-22,63.0977
2020-01-21,62.8346
2020-01-20,64.6390
2020-01-19,67.6446
2020-01-18,67.2260
2020-01-17,66.8271
2020-01-16,67.7446
2020-01-15,68.1948
2020-01-14,66.8584
2020-01-13,64.3193
2020-01-12,65.0093
2020-01-11,64.4013
2020-01-10,64.4906
2020-01-09,66.9832
2020-01-08,70.0987
2020-01-07,67.2334
2020-01-06,62.7503
2020-01-05,62.0560
2020-01-04,62.0487
2020-01-03,62.5040
2020-01-02,62.8506
2020-01-01,62.4188
2019-12-31,61.8298
2019-12-30,60.5669
2019-12-29,59.3182
2019-12-28,60.0724
2019-12-27,60.5325
2019-12-26,63.5174
2019-12-25,61.6905
2019-12-24,61.3226
2019-12-23,61.8072
2019-12-22,62.2207
2019-12-21,64.3536
2019-12-20,65.3991
2019-12-19,67.4028
2019-12-18,67.8360
2019-12-17,67.9008
2019-12-16,64.7275
2019-12-15,63.8114
2019-12-14,63.5696
2019-12-13,64.0304
2019-12-12,66.1663
2019-12-11,65.7790
2019-12-10,65.9139
2019-12-09,66.0376
2019-12-08,65.8467
2019-12-07,64.9816
2019-12-06,65.2789
2019-12-05,68.8933
2019-12-04,69.4921
2019-12-03,69.1338
2019-12-02,69.4354
2019-12-01,70.5229
2019-11-30,69.1923
2019-11-29,70.1412
2019-11-28,76.4707
2019-11-27,80.7676
2019-11-26,79.8204
2019-11-25,80.6981
2019-11-24,74.8180
2019-11-23,75.2213
2019-11-22,84.6262
2019-11-21,72.5841
2019-11-20,68.8666
2019-11-19,66.7071
2019-11-18,66.1144
2019-11-17,64.7783
2019-11-16,64.0994
2019-11-15,64.5471
2019-11-14,65.0483
2019-11-13,65.5300
2019-11-12,65.4888
2019-11-11,65.2575
2019-11-10,65.4105
2019-11-09,65.7505
2019-11-08,65.9186
2019-11-07,67.8152
2019-11-06,70.7690
2019-11-05,71.0689
2019-11-04,71.6185
2019-11-03,72.7732
2019-11-02,73.1154
2019-11-01,74.3504
2019-10-31,76.6142
2019-10-30,77.0430
2019-10-29,80.4259
2019-10-28,87.9041
2019-10-27,92.5493
2019-10-26,93.6198
2019-10-25,73.1084
2019-10-24,70.4171
2019-10-23,73.8123
2019-10-22,70.5009
2019-10-21,71.1187
2019-10-20,70.8307
2019-10-19,70.4057
2019-10-18,71.0610
2019-10-17,74.0923
2019-10-16,75.0862
2019-10-15,76.5031
2019-10-14,77.1524
2019-10-13,79.6117
2019-10-12,78.8665
2019-10-11,79.6272
2019-10-10,80.1758
2019-10-09,81.0335
2019-10-08,80.2965
2019-10-07,82.5429
2019-10-06,82.9542
2019-10-05,81.8326
2019-10-04,82.3538
2019-10-03,86.0110
2019-10-02,88.5897
2019-10-01,90.3907
2019-09-30,92.5385
2019-09-29,92.0644
2019-09-28,91.5607
2019-09-27,94.8804
2019-09-26,93.6845
2019-09-25,84.8722
2019-09-24,87.6421
2019-09-23,72.7654
2019-09-22,69.8740
2019-09-21,67.9738
2019-09-20,69.5837
2019-09-19,72.9972
2019-09-18,70.7392
2019-09-17,72.5113
2019-09-16,73.3657
2019-09-15,71.1420
2019-09-14,70.3266
2019-09-13,72.0420
2019-09-12,74.2934
2019-09-11,73.8967
2019-09-10,73.9001
2019-09-09,74.6841
2019-09-08,74.5625
2019-09-07,76.3996
2019-09-06,79.1753
2019-09-05,79.4296
2019-09-04,80.7783
2019-09-03,82.1009
2019-09-02,82.7827
2019-09-01,83.2771
2019-08-31,84.0805
2019-08-30,83.9322
2019-08-29,85.5127
2019-08-28,86.9839
2019-08-27,87.1656
2019-08-26,88.3557
2019-08-25,87.9005
2019-08-24,89.0413
2019-08-23,87.8094
2019-08-22,90.1653
2019-08-21,91.7119
2019-08-20,91.5519
2019-08-19,94.2109
2019-08-18,96.1638
2019-08-17,96.7329
2019-08-16,93.1679
2019-08-15,94.7093
2019-08-14,89.8950
2019-08-13,90.6826
2019-08-12,93.9086
2019-08-11,94.9047
2019-08-10,96.0268
2019-08-09,96.4549
2019-08-08,97.5743
2019-08-07,100.7400
2019-08-06,103.7039
2019-08-05,101.1686
2019-08-04,95.8755
2019-08-03,95.5134
2019-08-02,98.0227
2019-08-01,97.9427
2019-07-31,98.0066
2019-07-30,96.6421
2019-07-29,96.8446
2019-07-28,96.7754
2019-07-27,97.2806
2019-07-26,98.8531
2019-07-25,105.4042
2019-07-24,104.6724
2019-07-23,106.8917
2019-07-22,105.3055
2019-07-21,108.0955
2019-07-20,110.1151
2019-07-19,113.5937
2019-07-18,112.8751
2019-07-17,112.8382
2019-07-16,113.7639
2019-07-15,108.5851
2019-07-14,106.4034
2019-07-13,101.9794
2019-07-12,102.2238
2019-07-11,105.0382
2019-07-10,106.0185
2019-07-09,103.1278
2019-07-08,98.5035
2019-07-07,94.3381
2019-07-06,98.6103
2019-07-05,100.4793
2019-07-04,103.8563
2019-07-03,102.9972
2019-07-02,103.1702
2019-07-01,101.1199
2019-06-30,99.7650
2019-06-29,103.4173
2019-06-28,112.7563
2019-06-27,127.9261
2019-06-26,116.7733
2019-06-25,97.1476
2019-06-24,98.1073
2019-06-23,100.7754
2019-06-22,100.2528
2019-06-21,93.4555
2019-06-20,85.2644
2019-06-19,85.0372
2019-06-18,85.5890
2019-06-17,83.9637
2019-06-16,78.5645
2019-06-15,74.0906
2019-06-14,74.5653
2019-06-13,73.8765
2019-06-12,74.4070
2019-06-11,75.1783
2019-06-10,78.2685
2019-06-09,78.3548
2019-06-08,78.4101
2019-06-07,79.5185
2019-06-06,82.8891
2019-06-05,89.4472
2019-06-04,91.4726
2019-06-03,89.2509
2019-06-02,89.9063
2019-06-01,91.1714
2019-05-31,93.5656
2019-05-30,95.4204
2019-05-29,94.9435
2019-05-28,98.3233
2019-05-27,100.7367
2019-05-26,94.1122
2019-05-25,92.7164
2019-05-24,93.6897
2019-05-23,95.4310
2019-05-22,96.7663
2019-05-21,99.3058
2019-05-20,103.8348
2019-05-19,104.8852
2019-05-18,106.3318
2019-05-17,104.4215
2019-05-16,101.9448
2019-05-15,100.0465
2019-05-14,102.8955
2019-05-13,103.3982
2019-05-12,87.1188
2019-05-11,92.6486
2019-05-10,71.7662
2019-05-09,69.1922
2019-05-08,69.2857
2019-05-07,70.0315
2019-05-06,68.0412
2019-05-05,65.8395
2019-05-04,64.1867
2019-05-03,63.8700
2019-05-02,61.4134
2019-05-01,61.1362
2019-04-30,62.0534
2019-04-29,62.1444
2019-04-28,60.4367
2019-04-27,60.0034
2019-04-26,61.8611
2019-04-25,61.0823
2019-04-24,61.0430
2019-04-23,60.4151
2019-04-22,56.1304
2019-04-21,56.3304
2019-04-20,56.1370
2019-04-19,56.8576
2019-04-18,57.6570
2019-04-17,56.8502
2019-04-16,58.8305
2019-04-15,60.3770
2019-04-14,58.9591
2019-04-13,59.3915
2019-04-12,62.4170
2019-04-11,65.4305
2019-04-10,67.0578
2019-04-09,69.2685
2019-04-08,74.4060
2019-04-07,74.3063
2019-04-06,73.2993
2019-04-05,74.0384
2019-04-04,75.4766
2019-04-03,75.3876
2019-04-02,62.3540
2019-04-01,50.7543
2019-03-31,50.3248
